,User-ID,Location,Age
37001,37002,"jacksonville, florida, usa",
244743,244744,"makati, metro manila, philippines",
253407,253408,"mannheim, baden-wuerttemberg, germany",
91375,91376,"sant joan despí, catalunya, spain",26.0
63750,63751,"granada, granada, spain",
79759,79760,"reggio emilia, emilia romagna, italy",34.0
72679,72680,"dimondale, michigan, usa",
119164,119165,"london, england, united kingdom",
142920,142921,"oliveira de azeméis, brandenburg, portugal",38.0
171933,171934,"kirkland, washington, usa",
255689,255690,"lake villa, illinois, usa",
72117,72118,"malaga, n/a, spain",24.0
39639,39640,"idamay, west virginia, usa",32.0
137545,137546,"dublin, leinster, ireland",
74357,74358,"los angeles, california, usa",34.0
92778,92779,"elk grove, california, usa",
100701,100702,"toronto, ontario, canada",
10904,10905,"kinsarvik, n/a, norway",
147391,147392,"columbus, ohio, usa",
431,432,"kansas city, missouri, usa",
44302,44303,"korbach, hessen, germany",
227983,227984,"campina grande, paraiba, brazil",20.0
60667,60668,"park ridge, new jersey, usa",
146930,146931,"sada, a coruña, spain",35.0
19681,19682,"morristown, new jersey, usa",41.0
221802,221803,"arnold, maryland, usa",
77617,77618,"rio de janeiro, rio de janeiro, brazil",45.0
140329,140330,"bonn, nordrhein-westfalen, germany",
67641,67642,"fleetwood, england, united kingdom",29.0
260834,260835,"tunbridge wells, kent, united kingdom",35.0
255624,255625,"caddo gap, arkansas, usa",53.0
208984,208985,"augusta, georgia, usa",
248270,248271,"birmingham, england, united kingdom",
76826,76827,"paris, ile-de-france / paris, france",26.0
144292,144293,"ocala, florida, usa",
23209,23210,"san diego, california, usa",62.0
250411,250412,"hackensack, new jersey, usa",
60274,60275,"magenta, lombardia, italy",
209368,209369,"paducah, kentucky, usa",54.0
201483,201484,"houston, texas, usa",
248021,248022,"montpelier, virginia, usa",
259244,259245,"newcastle, new south wales, australia",
174263,174264,"penfield, new york, usa",29.0
173209,173210,"loveland, colorado, usa",
17970,17971,"cambridge, maryland, usa",59.0
70421,70422,"sevilla, sevilla, spain",31.0
142185,142186,"wien, wien, austria",
89246,89247,"bologna, emilia romagna, italy",60.0
188172,188173,"trenton, ontario, canada",20.0
58094,58095,"brighton, michigan, usa",
154895,154896,"romoland, california, usa",32.0
73966,73967,"parksville, british columbia, canada",
200318,200319,"newport news, virginia, usa",39.0
147173,147174,"london, england, united kingdom",51.0
168765,168766,"north charleston, south carolina, usa",27.0
31564,31565,"ashland, oregon, usa",
205239,205240,"omaha, nebraska, usa",49.0
140117,140118,"burnaby, british columbia, canada",18.0
45317,45318,"brookside, new jersey, usa",24.0
39494,39495,"simi valley, california, usa",
69318,69319,"funchal, madeira, portugal",24.0
76643,76644,"london, england, united kingdom",
224844,224845,"nuneaton, warwickshire, united kingdom",37.0
147285,147286,"minneapolis, minnesota, usa",
183216,183217,"san francisco, california, usa",36.0
261402,261403,"ulm, baden-wuerttemberg, germany",
50137,50138,"new york, new york, usa",
235779,235780,"basel, basel, switzerland",
188911,188912,"christchurch, canterbury, new zealand",
20091,20092,"brunswick, missouri, usa",16.0
221684,221685,"milano, lombardia, italy",33.0
47810,47811,"davis, california, usa",
70919,70920,"suffern, new york, usa",43.0
79986,79987,"belfast, northern ireland, united kingdom",27.0
270864,270865,"asheville, north carolina, usa",
19221,19222,"n/a, n/a, singapore",
175345,175346,"melbourne, victoria, australia",47.0
118436,118437,"morganton, north carolina, usa",35.0
112894,112895,"winnipeg, manitoba, canada",30.0
13441,13442,"takoma park, maryland, usa",
6722,6723,"rio gallegos, niedersachsen, argentina",50.0
50824,50825,"san pedro, california, usa",65.0
256514,256515,"morecambe, lancashire, united kingdom",15.0
272552,272553,"liverpool, new south wales, australia",15.0
156096,156097,"st. louis, missouri, usa",
278764,278765,"san francisco, california, usa",
7275,7276,"lusaka, n/a, zambia",36.0
63601,63602,"zapresiæ, \n/a\"", croatia""",26.0
202748,202749,"west chester, pennsylvania, usa",54.0
86799,86800,"grottaglie, puglia, italy",19.0
88239,88240,"apopka, florida, usa",46.0
196016,196017,"fountain inn, south carolina, usa",
110543,110544,"kevil, kentucky, usa",40.0
243232,243233,"sidoarjo, jawa timur, indonesia",28.0
151220,151221,"marysville, michigan, usa",
223742,223743,"cusseta, georgia, usa",
112378,112379,"ourense, galicia, spain",31.0
165776,165777,"phoenix, arizona, usa",
135675,135676,"manchester, greater manchester, united kingdom",23.0
169240,169241,"south mountain, ontario, canada",38.0
74035,74036,"portarlington, victoria, australia",
81355,81356,"plano, texas, usa",
208378,208379,"san diego, california, usa",
37435,37436,"london, england, united kingdom",35.0
239705,239706,"lanark, ontario, canada",
208824,208825,"lugano, ticino, switzerland",
252996,252997,"toledo, ohio, usa",56.0
225236,225237,"holbeach, england, united kingdom",23.0
141161,141162,"haarlem, noord holland, netherlands",
190371,190372,"salida, california, usa",
184798,184799,"a coruña/ourense, galicia, spain",25.0
26856,26857,"london, england, united kingdom",14.0
48490,48491,"fort lauderdale, florida, usa",
200013,200014,"kensington, new south wales, australia",26.0
223123,223124,"keswick, virginia, usa",
270610,270611,"thornton heath, england, united kingdom",42.0
18634,18635,"coruña, alabama, spain",23.0
113368,113369,"fairfax, virginia, usa",
166427,166428,"carroll, iowa, usa",
37116,37117,"mt. clemens, michigan, usa",
17406,17407,"skokie, illinois, usa",
12217,12218,"cowlesville, new york, usa",23.0
226310,226311,"austin, texas, usa",
97125,97126,"steamboat springs, colorado, usa",
2303,2304,"lindsay, ontario, canada",
98798,98799,"linz, oberösterreich, austria",33.0
144761,144762,"coronado, california, usa",
32724,32725,"des moines, ia, polk",64.0
101802,101803,"chicago, illinois, usa",
81771,81772,"alexandria, minnesota, usa",
127860,127861,"massapequa park, new york, usa",38.0
13897,13898,"mã¼nchen, baveria, germany",44.0
129546,129547,"halifax county, nova scotia, canada",
135763,135764,"el cajon, california, usa",28.0
46439,46440,"upholland, west lancs, england, united kingdom",50.0
256558,256559,"bochum, nordrhein-westfalen, germany",50.0
28582,28583,"alba di canazei, trentino alto adige, italy",
115984,115985,"glendale, missouri, usa",
109510,109511,"burlington, ontario, canada",
199015,199016,"laporte, texas, usa",
23646,23647,"silver spring, maryland, usa",
70135,70136,"cape town, western cape, south africa",30.0
193053,193054,"new york, new york, usa",62.0
70247,70248,"leipzig, sachsen, germany",
10039,10040,"north york, ontario, canada",
275562,275563,"hobart, tasmania, australia",27.0
185785,185786,"vincennes, indiana, usa",26.0
195762,195763,"cerritos, california, usa",43.0
174809,174810,"new york, new york, usa",
204555,204556,"dublin, co. dublin, ireland",31.0
121783,121784,"edmonton, alberta, canada",42.0
268617,268618,"bloomfield, new jersey, usa",
9188,9189,"reutlingen, baden-wuerttemberg, germany",
149071,149072,"sandpoint, idaho, usa",
142044,142045,"clyde, north carolina, usa",40.0
114399,114400,"birmingham, england, united kingdom",19.0
28699,28700,"beaverton,, ,",61.0
222166,222167,"las vegas, nevada, usa",34.0
180001,180002,"markham, ontario, canada",
209677,209678,"plainfield, illinois, usa",45.0
237522,237523,"charlotte, north carolina, usa",
51233,51234,"valencia, comunidad valenciana, spain",39.0
193004,193005,"columbus, ohio, usa",
172958,172959,"dixon, california, usa",36.0
127988,127989,"ottawa, ontario, canada",
125961,125962,"muncie, indiana, usa",21.0
47705,47706,"apple valley, california, usa",
57559,57560,"los angeles, california, usa",
127554,127555,"london, england, united kingdom",23.0
217028,217029,"modesto, california, usa",
109621,109622,"lausanne, vaud, switzerland",
18881,18882,"richmond, virginia, usa",
205663,205664,"cartagena, bolivar, colombia",46.0
276217,276218,"kiel, schleswig-holstein, germany",34.0
205723,205724,"la palma, california, usa",
132088,132089,"stourbridge, westmidlands, england",
8400,8401,"fremont, california, usa",
201471,201472,"jamesville, new york, usa",
132032,132033,"heber springs, arkansas, usa",33.0
101851,101852,"edmonton, alberta, canada",20.0
137316,137317,"lugano, ticino, switzerland",
255403,255404,"port erin, isle of man, united kingdom",
35164,35165,"muncie, indiana, usa",22.0
3451,3452,"kingston, ontario, canada",38.0
231407,231408,"weatherford, texas, usa",52.0
268491,268492,"downers grove, illinois, usa",35.0
98536,98537,"olympia, washington, usa",
69271,69272,"the hague, n/a, netherlands",
102998,102999,"carriere, mississippi, usa",54.0
221161,221162,"west des moines, iowa, iowa, usa",76.0
94429,94430,"morpeth, northumberland, united kingdom",33.0
219094,219095,"tamworth, new south wales, australia",22.0
162320,162321,"tacoma, washington, usa",25.0
200136,200137,"roma, lazio, italy",
22142,22143,"port townsend, washington, usa",52.0
140318,140319,"vienna, austria, austria",
72116,72117,"toronto, ontario, canada",36.0
246907,246908,"safnern, bern, switzerland",36.0
244271,244272,"north haven, connecticut, usa",
22981,22982,"bochum, nordrhein-westfalen, germany",42.0
177517,177518,"san diego, california, usa",40.0
176812,176813,"livonia, michigan, andorra",53.0
258025,258026,"neukirchen-vluyn, nordrhein-westfalen, germany",
213003,213004,"st. george, kansas, usa",52.0
22555,22556,"west cape may, new jersey, usa",
209009,209010,"amherstview, ontario, canada",24.0
205431,205432,"tours, centre, france",18.0
31746,31747,"waterloo, sydney, new south wales, australia",31.0
21679,21680,"scottsdale, arizona, usa",60.0
162255,162256,"münsingen, bern, switzerland",26.0
85846,85847,"shanghai, texas, china",123.0
193940,193941,"st. shott`s, newfoundland, canada",29.0
47053,47054,"meißen, sachsen, germany",21.0
34324,34325,"north pole, alaska, usa",
255098,255099,"berchtesgaden, bayern, germany",22.0
200363,200364,"queens, new york, usa",
174252,174253,"airdrie, alberta, canada",26.0
140434,140435,"penn run, pennsylvania, usa",59.0
170440,170441,"southampton, ontario, canada",
20624,20625,"birmingham, alabama, usa",
24699,24700,"carterton, wairarapa, new zealand",61.0
92741,92742,"olympia, washington, usa",20.0
202581,202582,"cologne, nordrhein-westfalen, germany",33.0
171691,171692,"victoria, british columbia, canada",
225210,225211,"monmouth, oregon, usa",
244053,244054,"london, england, united kingdom",45.0
142484,142485,"aberdeen, ohio, usa",38.0
228730,228731,"barcelona, barcelona, spain",25.0
206851,206852,"freiburg, baden-wuerttemberg, germany",26.0
68545,68546,"brookline, massachusetts, usa",23.0
227089,227090,"wildwood crest, new jersey, usa",
261469,261470,"lynchburg, virginia, usa",35.0
252431,252432,"cape town, western cape, south africa",22.0
42367,42368,"london, england, united kingdom",34.0
141584,141585,"louisville, nebraska, usa",
52783,52784,"seattle, washington, usa",
236862,236863,"taft, california, usa",28.0
102618,102619,"easley, south carolina, usa",46.0
23642,23643,"kensington, maryland, usa",54.0
75808,75809,"fort mitchell, kentucky, usa",27.0
99960,99961,"erlangen, bayern, germany",
45019,45020,"mataró (barcelona), barcelona, spain",34.0
11559,11560,"paradise, california, usa",56.0
108311,108312,"uppsala, n/a, sweden",24.0
173207,173208,"montreal, quebec, canada",
22802,22803,"mahón, baleares, spain",46.0
272920,272921,"paris, ile-de-france, france",19.0
173202,173203,"seattle, washington, usa",
190353,190354,"adelaide, south australia, australia",35.0
72278,72279,"archer, florida, usa",
163501,163502,"landing, new jersey, united kingdom",4.0
20837,20838,"vadnais heights, minnesota, usa",
137563,137564,"salou, tarragona, spain",25.0
192704,192705,"white lake, michigan, usa",57.0
228383,228384,"sacramento, california, usa",
74596,74597,"stockbridge, georgia, usa",
12123,12124,"st. louis, missouri, usa",16.0
265732,265733,"orlando, florida, usa",31.0
92381,92382,"harrisburg, pennsylvania, usa",
127450,127451,"arkansaw, wisconsin, usa",29.0
23820,23821,"nottingham, nottinghamshire,england, united kingdom",61.0
125599,125600,"ferrara, emilia romagna, italy",
121150,121151,"neosho, missouri, usa",24.0
208581,208582,"wilmington, north carolina, usa",
206797,206798,"roma, lazio, italy",
174030,174031,"townsend, georgia, usa",62.0
64454,64455,"riyadh, riyadh, saudi arabia",26.0
143863,143864,"new freedom, pennsylvania, usa",
91447,91448,"andover, kansas, usa",
115578,115579,"soledad, california, usa",
34029,34030,"round rock, texas, usa",
34913,34914,"jackson, new jersey, usa",60.0
1910,1911,"palatine, illinois, usa",52.0
213901,213902,"edgewood, maryland, usa",39.0
274618,274619,"castellón, castellón, spain",29.0
23598,23599,"melbourne, victoria, australia",14.0
92071,92072,"opelika, alabama, usa",15.0
125763,125764,"leuven, vlaams brabant, belgium",30.0
121610,121611,"leighton buzzard, england, united kingdom",33.0
73544,73545,"el paso, texas, usa",62.0
197927,197928,"lincoln, n/a, united kingdom",36.0
151229,151230,"chicago, illinois, usa",
255728,255729,"bradford, england, united kingdom",
23541,23542,"jammu, marche, micronesia",19.0
75565,75566,"mackay, queensland, australia",37.0
21082,21083,"lafayette, indiana, usa",32.0
31231,31232,"bergneustadt, nordrhein-westfalen, germany",42.0
98678,98679,"huelva, andalucía, spain",28.0
130831,130832,"manchester, england, united kingdom",30.0
127908,127909,"ptereborough, ontario, canada",
256708,256709,"poughkeepsie, new york, usa",27.0
169106,169107,"scottsdale, arizona, usa",40.0
196443,196444,"münster, nordrhein-westfalen, germany",30.0
219552,219553,"rockville, maryland, usa",31.0
208797,208798,"dallas, texas, usa",
254355,254356,"munich, bayern, germany",
200854,200855,"prenzlau, british columbia, germany",44.0
104991,104992,"barcelona, barcelona, spain",30.0
258351,258352,"jackson, michigan, usa",
267992,267993,"whitehorse, yukon territory, canada",40.0
112390,112391,"madrid, michigan, spain",35.0
163080,163081,"encinitas, california, usa",
63659,63660,"las vegas, nevada, usa",
30829,30830,"hanover, pennsylvania, usa",
276081,276082,"new york, new york, usa",
198465,198466,"valencia, valencia, spain",50.0
144123,144124,"riedstadt-erfelden, hessen, germany",29.0
226111,226112,"austin, texas, usa",28.0
140220,140221,"waverly, new york, usa",15.0
146618,146619,"glasgow, scotland, united kingdom",47.0
53643,53644,"london, england, united kingdom",
58613,58614,"grand rapids, michigan, usa",
113569,113570,"iowa city, iowa, usa",49.0
209111,209112,"krummhörn, niedersachsen, germany",
152977,152978,"tübingen, baden-wuerttemberg, germany",22.0
264749,264750,"marid, madrid,",29.0
202275,202276,"frederick, maryland, usa",43.0
86207,86208,"singapore, n/a, singapore",13.0
119684,119685,"bakersfield, california, usa",30.0
84345,84346,"oberbechingen, bayern, germany",17.0
235768,235769,"southport, merseyside, united kingdom",
31839,31840,"stein, st. gallen, switzerland",33.0
71858,71859,"ehringshausen, hessen, germany",20.0
138573,138574,"levittown, pennsylvania, usa",
109944,109945,"franklin, wisconsin, usa",
21370,21371,"toronto, ontario, canada",19.0
218170,218171,"vancouver, british columbia, canada",
238966,238967,"knoxville, tennessee, usa",
180517,180518,"ames, iowa, usa",
236522,236523,"khost, khost, afghanistan",25.0
38905,38906,"elizabeth city, north carolina, usa",
210153,210154,"kuala lumpur., wilayah persekuatuan, malaysia",20.0
28772,28773,"salvador, bahia, brazil",20.0
80070,80071,"salt lake city, utah, usa",28.0
46401,46402,"ottawa, ontario, canada",17.0
227567,227568,"st.  catharines, ontario, canada",30.0
